"kegg","sp","trans","qlen","slen","bitscore","length","nident","pident","evalue","ppos","cov","ko"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i6",1365,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i16",1436,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i9",1390,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i10",1388,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i11",1363,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i8",1477,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i3",1450,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i12",1452,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i7",1351,117,143,116,65,56.03,1e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i13",1475,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL078C","P38182","TRINITY_DN9481_c3_g1_i15",1404,117,143,116,65,56.03,2e-39,77.59,0.555555555555556,"ko:K08341"
"sce:YBL087C","P0CX41","TRINITY_DN6283_c0_g1_i1",638,137,207,126,96,76.19,3e-66,89.68,0.700729927007299,"ko:K02894"
"sce:YBL099W","P07251","TRINITY_DN9485_c0_g1_i1",1847,545,763,502,367,73.11,0,86.45,0.673394495412844,"ko:K02132"
"sce:YBR009C","P02309","TRINITY_DN579_c0_g1_i1",718,103,153,82,75,91.46,2e-45,96.34,0.728155339805825,"ko:K11254"
"sce:YBR031W","P10664","TRINITY_DN9233_c0_g1_i1",1162,362,357,332,199,59.94,4e-119,76.2,0.549723756906077,"ko:K02930"
"sce:YBR048W","P0CX47","TRINITY_DN8718_c0_g1_i1",523,156,196,160,97,60.62,3e-62,74.38,0.621794871794872,"ko:K02949"
"sce:YBR082C","P15731","TRINITY_DN14990_c0_g1_i1",329,148,152,109,83,76.15,3e-46,88.07,0.560810810810811,"ko:K06689"
"sce:YBR082C","P15731","TRINITY_DN17839_c0_g1_i1",336,148,153,111,75,67.57,7e-47,77.48,0.506756756756757,"ko:K06689"
"sce:YBR082C","P15731","TRINITY_DN6341_c0_g1_i1",712,148,201,146,95,65.07,2e-63,78.77,0.641891891891892,"ko:K06689"
"sce:YBR082C","P15731","TRINITY_DN1045_c0_g1_i1",1502,148,252,144,116,80.56,6e-80,90.28,0.783783783783784,"ko:K06689"
"sce:YBR084C-A","P0CX82","TRINITY_DN8670_c0_g1_i1",643,189,163,185,108,58.38,1e-48,81.08,0.571428571428571,"ko:K02885"
"sce:YBR085W","P18238","TRINITY_DN19535_c0_g1_i1",1021,307,357,296,187,63.18,9e-121,76.69,0.609120521172638,"ko:K05863"
"sce:YBR085W","P18238","TRINITY_DN5342_c0_g2_i1",1506,307,343,305,186,60.98,4e-113,76.39,0.60586319218241,"ko:K05863"
"sce:YBR109C","P06787","TRINITY_DN9426_c0_g1_i1",1224,147,195,147,88,59.86,3e-59,83.67,0.598639455782313,"ko:K02183"
"sce:YBR118W","P02994","TRINITY_DN9609_c0_g1_i1",2660,458,713,447,339,75.84,0,85.91,0.740174672489083,"ko:K03231"
"sce:YBR164C","P38116","TRINITY_DN9138_c0_g1_i1",1825,183,182,174,97,55.75,6e-52,77.59,0.530054644808743,"ko:K07942"
"sce:YBR164C","P38116","TRINITY_DN6858_c0_g1_i1",660,183,243,167,112,67.07,1e-79,84.43,0.612021857923497,"ko:K07942"
"sce:YBR164C","P38116","TRINITY_DN8940_c0_g1_i1",1307,183,216,179,101,56.42,3e-66,75.98,0.551912568306011,"ko:K07942"
"sce:YBR164C","P38116","TRINITY_DN8940_c0_g1_i2",1123,183,218,180,101,56.11,6e-68,77.22,0.551912568306011,"ko:K07942"
"sce:YBR164C","P38116","TRINITY_DN6858_c0_g2_i1",660,183,243,167,112,67.07,1e-79,84.43,0.612021857923497,"ko:K07942"
"sce:YBR181C","P0CX37","TRINITY_DN8801_c0_g1_i1",803,236,258,183,126,68.85,5e-84,81.97,0.533898305084746,"ko:K02991"
"sce:YBR189W","P05755","TRINITY_DN1681_c0_g1_i1",667,195,263,179,123,68.72,1e-87,86.03,0.630769230769231,"ko:K02997"
"sce:YBR191W","Q02753","TRINITY_DN7443_c0_g1_i1",556,160,200,160,100,62.5,1e-63,75.62,0.625,"ko:K02889"
"sce:YBR244W","P38143","TRINITY_DN7177_c0_g1_i1",976,162,155,161,84,52.17,1e-44,66.46,0.518518518518518,"ko:K00432"
"sce:YCR005C","P08679","TRINITY_DN9343_c0_g1_i1",1769,460,518,429,257,59.91,5e-178,76.46,0.558695652173913,"ko:K01647"
"sce:YCR031C","P06367","TRINITY_DN9071_c0_g1_i2",535,137,184,121,97,80.17,4e-58,93.39,0.708029197080292,"ko:K02955"
"sce:YCR031C","P06367","TRINITY_DN9071_c0_g1_i1",535,137,184,121,97,80.17,4e-58,93.39,0.708029197080292,"ko:K02955"
"sce:YCR063W","P25337","TRINITY_DN6537_c0_g2_i1",852,157,166,155,83,53.55,4e-49,72.26,0.528662420382166,"ko:K12873"
"sce:YCR063W","P25337","TRINITY_DN6537_c0_g1_i1",852,157,166,155,83,53.55,4e-49,72.26,0.528662420382166,"ko:K12873"
"sce:YDL029W","P32381","TRINITY_DN9373_c1_g3_i2",1784,391,499,383,246,64.23,2e-171,79.11,0.629156010230179,"ko:K17260"
"sce:YDL029W","P32381","TRINITY_DN9373_c1_g3_i1",1904,391,499,383,246,64.23,7e-171,79.11,0.629156010230179,"ko:K17260"
"sce:YDL029W","P32381","TRINITY_DN9373_c1_g3_i3",1900,391,499,383,246,64.23,7e-171,79.11,0.629156010230179,"ko:K17260"
"sce:YDL047W","P20604","TRINITY_DN8872_c0_g2_i1",1094,311,370,285,174,61.05,2e-125,78.6,0.559485530546624,"ko:K15427"
"sce:YDL061C","P41058","TRINITY_DN8210_c0_g1_i1",404,56,88.2,55,38,69.09,5e-22,81.82,0.678571428571429,"ko:K02980"
"sce:YDL061C","P41058","TRINITY_DN8210_c0_g1_i2",308,56,88.2,55,38,69.09,2e-22,81.82,0.678571428571429,"ko:K02980"
"sce:YDL064W","P50623","TRINITY_DN1426_c0_g1_i1",705,157,203,156,91,58.33,2e-64,76.28,0.579617834394904,"ko:K10577"
"sce:YDL066W","P21954","TRINITY_DN9440_c0_g1_i1",1526,428,528,412,262,63.59,0,76.46,0.61214953271028,"ko:K00031"
"sce:YDL075W","P0C2H8","TRINITY_DN6099_c0_g1_i1",424,113,136,111,64,57.66,4e-40,76.58,0.566371681415929,"ko:K02910"
"sce:YDL083C","P0CX51","TRINITY_DN9320_c0_g2_i2",698,143,191,138,92,66.67,6e-60,80.43,0.643356643356643,"ko:K02960"
"sce:YDL083C","P0CX51","TRINITY_DN9320_c0_g2_i1",377,143,152,113,72,63.72,2e-46,79.65,0.503496503496504,"ko:K02960"
"sce:YDL084W","Q07478","TRINITY_DN9075_c0_g1_i2",1557,446,561,399,255,63.91,0,82.21,0.571748878923767,"ko:K12812"
"sce:YDL084W","Q07478","TRINITY_DN9075_c0_g1_i3",1706,446,561,399,255,63.91,0,82.21,0.571748878923767,"ko:K12812"
"sce:YDL134C","P23594","TRINITY_DN8872_c0_g2_i1",1094,369,489,304,228,75,4e-171,86.51,0.617886178861789,"ko:K04382"
"sce:YDL136W","P0CX84","TRINITY_DN5705_c0_g2_i1",429,120,100,119,68,57.14,5e-26,73.95,0.566666666666667,"ko:K02918"
"sce:YDL136W","P0CX84","TRINITY_DN5705_c0_g1_i1",429,120,100,119,68,57.14,5e-26,73.95,0.566666666666667,"ko:K02918"
"sce:YDL137W","P19146","TRINITY_DN8940_c0_g1_i1",1307,181,305,179,141,78.77,8e-101,91.06,0.779005524861878,"ko:K07937"
"sce:YDL137W","P19146","TRINITY_DN6858_c0_g2_i1",660,181,210,166,95,57.23,9e-67,77.11,0.524861878453039,"ko:K07937"
"sce:YDL137W","P19146","TRINITY_DN8940_c0_g1_i2",1123,181,303,178,140,78.65,9e-101,91.57,0.773480662983425,"ko:K07937"
"sce:YDL137W","P19146","TRINITY_DN6858_c0_g1_i1",660,181,210,166,95,57.23,9e-67,77.11,0.524861878453039,"ko:K07937"
"sce:YDL137W","P19146","TRINITY_DN9138_c0_g1_i1",1825,181,249,177,129,72.88,5e-77,85.31,0.712707182320442,"ko:K07937"
"sce:YDL188C","P23595","TRINITY_DN8872_c0_g2_i1",1094,377,489,303,230,75.91,3e-171,86.8,0.610079575596817,"ko:K04382"
"sce:YDL191W","P0CX84","TRINITY_DN5705_c0_g1_i1",429,120,100,119,68,57.14,5e-26,73.95,0.566666666666667,"ko:K02918"
"sce:YDL191W","P0CX84","TRINITY_DN5705_c0_g2_i1",429,120,100,119,68,57.14,5e-26,73.95,0.566666666666667,"ko:K02918"
"sce:YDL192W","P11076","TRINITY_DN6858_c0_g2_i1",660,181,210,165,96,58.18,8e-67,76.97,0.530386740331492,"ko:K07937"
"sce:YDL192W","P11076","TRINITY_DN8940_c0_g1_i1",1307,181,306,180,142,78.89,2e-101,90.56,0.784530386740331,"ko:K07937"
"sce:YDL192W","P11076","TRINITY_DN6858_c0_g1_i1",660,181,210,165,96,58.18,8e-67,76.97,0.530386740331492,"ko:K07937"
"sce:YDL192W","P11076","TRINITY_DN8940_c0_g1_i2",1123,181,304,178,141,79.21,3e-101,91.57,0.779005524861878,"ko:K07937"
"sce:YDL192W","P11076","TRINITY_DN9138_c0_g1_i1",1825,181,249,177,129,72.88,4e-77,84.75,0.712707182320442,"ko:K07937"
"sce:YDR012W","P49626","TRINITY_DN9233_c0_g1_i1",1162,362,357,332,199,59.94,4e-119,76.2,0.549723756906077,"ko:K02930"
"sce:YDR021W","Q12099","TRINITY_DN9429_c0_g1_i1",1558,399,532,398,252,63.32,0,81.41,0.631578947368421,"ko:K13025"
"sce:YDR021W","Q12099","TRINITY_DN7983_c0_g1_i1",1655,399,432,383,223,58.22,7e-146,75.72,0.558897243107769,"ko:K13025"
"sce:YDR025W","P0CX47","TRINITY_DN8718_c0_g1_i1",523,156,196,160,97,60.62,3e-62,74.38,0.621794871794872,"ko:K02949"
"sce:YDR037W","P15180","TRINITY_DN9247_c0_g1_i1",2368,591,634,516,303,58.72,0,74.22,0.512690355329949,"ko:K04567"
"sce:YDR050C","P00942","TRINITY_DN24339_c0_g1_i1",1158,248,277,247,136,55.06,8e-90,69.23,0.548387096774194,"ko:K01803"
"sce:YDR059C","P15732","TRINITY_DN1045_c0_g1_i1",1502,148,255,144,119,82.64,5e-81,90.97,0.804054054054054,"ko:K06689"
"sce:YDR059C","P15732","TRINITY_DN17839_c0_g1_i1",336,148,153,111,75,67.57,7e-47,77.48,0.506756756756757,"ko:K06689"
"sce:YDR059C","P15732","TRINITY_DN6341_c0_g1_i1",712,148,201,146,95,65.07,2e-63,78.08,0.641891891891892,"ko:K06689"
"sce:YDR059C","P15732","TRINITY_DN14990_c0_g1_i1",329,148,153,109,84,77.06,6e-47,90.83,0.567567567567568,"ko:K06689"
"sce:YDR064W","P05756","TRINITY_DN8391_c0_g1_i1",556,151,249,150,118,78.67,3e-83,88.67,0.781456953642384,"ko:K02953"
"sce:YDR064W","P05756","TRINITY_DN14986_c0_g1_i1",362,151,174,107,83,77.57,7e-55,87.85,0.549668874172185,"ko:K02953"
"sce:YDR075W","P32345","TRINITY_DN8872_c0_g2_i1",1094,308,341,289,159,55.02,4e-114,72.66,0.516233766233766,"ko:K15423"
"sce:YDR092W","P52490","TRINITY_DN8852_c0_g1_i1",1072,153,211,150,100,66.67,7e-66,80.67,0.65359477124183,"ko:K10580"
"sce:YDR092W","P52490","TRINITY_DN8852_c0_g1_i2",1087,153,211,150,100,66.67,8e-66,80.67,0.65359477124183,"ko:K10580"
"sce:YDR099W","P34730","TRINITY_DN7767_c0_g1_i1",1496,273,296,236,151,63.98,4e-95,76.69,0.553113553113553,"ko:K06630"
"sce:YDR099W","P34730","TRINITY_DN9134_c0_g1_i3",1339,273,246,240,141,58.75,2e-76,73.33,0.516483516483517,"ko:K06630"
"sce:YDR099W","P34730","TRINITY_DN9134_c0_g1_i2",1061,273,246,240,141,58.75,2e-77,73.33,0.516483516483517,"ko:K06630"
"sce:YDR099W","P34730","TRINITY_DN9134_c0_g2_i1",1371,273,269,242,137,56.61,4e-85,72.73,0.501831501831502,"ko:K06630"
"sce:YDR099W","P34730","TRINITY_DN8511_c0_g1_i1",1212,273,286,246,150,60.98,8e-93,73.17,0.549450549450549,"ko:K06630"
"sce:YDR139C","Q03919","TRINITY_DN8993_c1_g1_i2",371,77,81.6,76,40,52.63,2e-19,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN8993_c1_g1_i11",474,77,82,76,40,52.63,3e-19,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN937_c0_g1_i1",675,77,82.8,76,40,52.63,6e-19,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN8993_c1_g1_i5",583,77,84.3,77,41,53.25,8e-20,76.62,0.532467532467532,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN2123_c0_g2_i1",479,77,81.3,76,39,51.32,7e-19,76.32,0.506493506493506,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN8993_c1_g1_i10",624,77,81.6,76,40,52.63,1e-18,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN8993_c1_g1_i10",624,77,81.6,76,40,52.63,1e-18,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN8993_c1_g1_i4",527,77,82,76,40,52.63,5e-19,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN2123_c0_g1_i1",300,77,81.3,76,39,51.32,1e-19,76.32,0.506493506493506,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN2123_c0_g2_i1",479,77,81.3,76,39,51.32,7e-19,76.32,0.506493506493506,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN8268_c0_g1_i1",465,77,83.2,76,40,52.63,1e-19,76.32,0.519480519480519,"ko:K12158"
"sce:YDR139C","Q03919","TRINITY_DN16207_c0_g1_i1",512,77,63.2,68,39,57.35,3e-12,75,0.506493506493506,"ko:K12158"
"sce:YDR155C","P14832","TRINITY_DN9266_c1_g2_i1",735,162,169,162,96,59.26,1e-50,72.84,0.592592592592593,"ko:K01802"
"sce:YDR155C","P14832","TRINITY_DN9399_c0_g1_i1",856,162,207,160,110,68.75,8e-65,77.5,0.679012345679012,"ko:K01802"
"sce:YDR224C","P02293","TRINITY_DN13091_c0_g1_i1",375,131,155,90,69,76.67,2e-47,93.33,0.526717557251908,"ko:K11252"
"sce:YDR224C","P02293","TRINITY_DN15080_c0_g1_i1",269,131,158,89,71,79.78,3e-49,95.51,0.541984732824427,"ko:K11252"
"sce:YDR224C","P02293","TRINITY_DN9165_c0_g1_i1",731,131,167,96,78,81.25,2e-50,92.71,0.595419847328244,"ko:K11252"
"sce:YDR224C","P02293","TRINITY_DN9165_c0_g1_i2",745,131,167,96,78,81.25,2e-50,92.71,0.595419847328244,"ko:K11252"
"sce:YDR225W","P04911","TRINITY_DN7867_c0_g1_i1",824,132,177,109,88,80.73,4e-54,88.99,0.666666666666667,"ko:K11251"
"sce:YDR225W","P04911","TRINITY_DN25720_c0_g1_i1",575,132,170,104,81,77.88,3e-52,87.5,0.613636363636364,"ko:K11251"
"sce:YDR225W","P04911","TRINITY_DN8250_c0_g1_i1",2036,132,154,115,78,67.83,2e-42,77.39,0.590909090909091,"ko:K11251"
"sce:YDR226W","P07170","TRINITY_DN9241_c0_g1_i1",1223,222,263,216,121,56.02,2e-84,74.07,0.545045045045045,"ko:K00939"
"sce:YDR373W","Q06389","TRINITY_DN5413_c0_g1_i1",1148,190,214,184,99,53.8,3e-66,72.28,0.521052631578947,"ko:K19932"
"sce:YDR385W","P32324","TRINITY_DN9164_c0_g1_i1",3013,842,1167,845,574,67.93,0,79.76,0.681710213776722,"ko:K03234"
"sce:YDR418W","P0CX53","TRINITY_DN9245_c0_g1_i1",517,165,207,139,98,70.5,1e-66,84.17,0.593939393939394,"ko:K02870"
"sce:YDR447C","P14127","TRINITY_DN9098_c0_g1_i1",501,136,160,115,78,67.83,1e-48,80.87,0.573529411764706,"ko:K02962"
"sce:YDR450W","P0CX55","TRINITY_DN6457_c0_g1_i1",512,146,209,137,96,70.07,1e-67,87.59,0.657534246575342,"ko:K02964"
"sce:YDR453C","Q04120","TRINITY_DN9049_c0_g1_i1",815,196,228,190,111,58.42,9e-73,73.16,0.566326530612245,"ko:K03386"
"sce:YDR454C","P15454","TRINITY_DN14077_c0_g1_i1",845,187,194,186,97,52.15,2e-59,73.66,0.518716577540107,"ko:K00942"
"sce:YDR471W","P0C2H7","TRINITY_DN17630_c0_g1_i1",442,136,121,125,69,55.2,6e-34,72.8,0.507352941176471,"ko:K02901"
"sce:YDR471W","P0C2H7","TRINITY_DN8392_c0_g1_i1",708,136,176,136,79,58.09,4e-54,78.68,0.580882352941177,"ko:K02901"
"sce:YDR500C","P51402","TRINITY_DN4552_c0_g1_i1",358,88,118,82,55,67.07,1e-33,84.15,0.625,"ko:K02922"
"sce:YDR500C","P51402","TRINITY_DN4552_c0_g2_i1",358,88,118,82,55,67.07,1e-33,84.15,0.625,"ko:K02922"
"sce:YDR502C","P19358","TRINITY_DN9562_c0_g1_i1",1944,384,523,381,255,66.93,3e-180,83.73,0.6640625,"ko:K00789"
"sce:YEL026W","P39990","TRINITY_DN8794_c0_g1_i1",600,126,134,103,74,71.84,2e-38,85.44,0.587301587301587,"ko:K12845"
"sce:YEL027W","P25515","TRINITY_DN8737_c0_g1_i1",1409,160,165,154,103,66.88,6e-47,83.77,0.64375,"ko:K02155"
"sce:YEL034W","P23301","TRINITY_DN8960_c0_g1_i1",796,157,192,151,90,59.6,2e-59,77.48,0.573248407643312,"ko:K03263"
"sce:YEL039C","P00045","TRINITY_DN8950_c0_g1_i1",778,113,142,98,63,64.29,1e-40,78.57,0.557522123893805,"ko:K08738"
"sce:YEL054C","P0CX53","TRINITY_DN9245_c0_g1_i1",517,165,207,139,98,70.5,1e-66,84.17,0.593939393939394,"ko:K02870"
"sce:YER031C","P38555","TRINITY_DN9575_c3_g1_i1",1627,223,273,223,135,60.54,2e-86,78.03,0.605381165919282,"ko:K07905"
"sce:YER043C","P39954","TRINITY_DN9231_c0_g1_i1",1572,449,626,442,311,70.36,0,81.9,0.692650334075724,"ko:K01251"
"sce:YER056C-A","P87262","TRINITY_DN8347_c0_g1_i1",679,121,135,108,67,62.04,3e-38,75,0.553719008264463,"ko:K02915"
"sce:YER102W","P0CX39","TRINITY_DN8406_c0_g1_i1",715,200,266,201,128,63.68,4e-88,76.12,0.64,"ko:K02995"
"sce:YER103W","P22202","TRINITY_DN9405_c0_g1_i2",2275,642,805,606,417,68.81,0,85.64,0.649532710280374,"ko:K03283"
"sce:YER103W","P22202","TRINITY_DN9405_c0_g1_i1",2286,642,805,606,417,68.81,0,85.64,0.649532710280374,"ko:K03283"
"sce:YER117W","P0CX41","TRINITY_DN6283_c0_g1_i1",638,137,207,126,96,76.19,3e-66,89.68,0.700729927007299,"ko:K02894"
"sce:YER131W","P39939","TRINITY_DN8677_c0_g1_i1",395,119,147,105,73,69.52,2e-44,81.9,0.613445378151261,"ko:K02976"
"sce:YER133W","P32598","TRINITY_DN9025_c0_g2_i1",2551,312,454,233,211,90.56,1e-151,96.14,0.676282051282051,"ko:K06269"
"sce:YER136W","P39958","TRINITY_DN9523_c0_g1_i1",2066,451,461,439,246,56.04,4e-154,75.17,0.545454545454545,"ko:K17255"
"sce:YER177W","P29311","TRINITY_DN9134_c0_g1_i3",1339,267,246,235,141,60,1e-76,74.47,0.528089887640449,"ko:K06630"
"sce:YER177W","P29311","TRINITY_DN9134_c0_g2_i1",1371,267,268,236,136,57.63,7e-85,72.88,0.50936329588015,"ko:K06630"
"sce:YER177W","P29311","TRINITY_DN9134_c0_g1_i2",1061,267,246,235,141,60,7e-78,74.47,0.528089887640449,"ko:K06630"
"sce:YER177W","P29311","TRINITY_DN8511_c0_g1_i1",1212,267,286,241,146,60.58,1e-92,73.86,0.546816479400749,"ko:K06630"
"sce:YER177W","P29311","TRINITY_DN7767_c0_g1_i1",1496,267,294,246,154,62.6,2e-94,74.8,0.576779026217228,"ko:K06630"
"sce:YFL017W-A","P40204","TRINITY_DN6405_c0_g1_i1",492,77,81.6,74,41,55.41,5e-19,77.03,0.532467532467532,"ko:K11099"
"sce:YFL037W","P02557","TRINITY_DN1082_c0_g1_i1",1307,457,652,411,314,76.4,0,89.78,0.687089715536105,"ko:K07375"
"sce:YFL037W","P02557","TRINITY_DN8706_c0_g1_i1",1473,457,688,429,332,77.39,0,90.21,0.726477024070022,"ko:K07375"
"sce:YFL038C","P01123","TRINITY_DN8231_c0_g1_i1",1515,206,285,173,135,78.03,6e-92,88.44,0.655339805825243,"ko:K07874"
"sce:YFL038C","P01123","TRINITY_DN8231_c0_g1_i2",1487,206,285,173,135,78.03,5e-92,88.44,0.655339805825243,"ko:K07874"
"sce:YFL045C","P07283","TRINITY_DN5679_c0_g1_i1",1027,254,285,243,135,55.56,3e-93,72.02,0.531496062992126,"ko:K17497"
"sce:YFL059W","P43545","TRINITY_DN8143_c2_g1_i1",1805,298,381,273,187,68.5,2e-126,82.05,0.62751677852349,"ko:K06215"
"sce:YFR031C-A","P0CX45","TRINITY_DN2396_c0_g1_i1",868,254,360,248,171,68.95,9e-124,85.48,0.673228346456693,"ko:K02938"
"sce:YFR032C-A","P05747","TRINITY_DN8861_c0_g1_i1",479,59,68.2,46,34,73.91,3e-14,82.61,0.576271186440678,"ko:K02905"
"sce:YGL022W","P39007","TRINITY_DN8533_c0_g1_i2",2798,718,731,694,372,53.6,0,70.46,0.518105849582173,"ko:K07151"
"sce:YGL022W","P39007","TRINITY_DN8533_c0_g1_i1",2779,718,731,694,372,53.6,0,70.46,0.518105849582173,"ko:K07151"
"sce:YGL030W","P14120","TRINITY_DN18948_c0_g1_i1",463,105,136,96,61,63.54,5e-40,83.33,0.580952380952381,"ko:K02908"
"sce:YGL030W","P14120","TRINITY_DN8915_c0_g1_i1",500,105,137,100,64,64,4e-40,84,0.60952380952381,"ko:K02908"
"sce:YGL030W","P14120","TRINITY_DN18948_c0_g2_i1",463,105,136,96,61,63.54,5e-40,83.33,0.580952380952381,"ko:K02908"
"sce:YGL058W","P06104","TRINITY_DN8301_c0_g1_i1",926,172,226,149,101,67.79,9e-72,85.23,0.587209302325581,"ko:K10573"
"sce:YGL076C","P05737","TRINITY_DN7549_c0_g1_i1",788,244,228,237,124,52.32,3e-72,73,0.508196721311475,"ko:K02937"
"sce:YGL103W","P02406","TRINITY_DN1595_c0_g1_i1",575,149,149,149,92,61.74,7e-44,73.83,0.61744966442953,"ko:K02900"
"sce:YGL123W","P25443","TRINITY_DN8776_c0_g1_i1",921,254,283,216,135,62.5,5e-93,76.39,0.531496062992126,"ko:K02981"
"sce:YGL135W","P0CX43","TRINITY_DN7617_c0_g1_i1",698,217,229,217,129,59.45,2e-73,76.5,0.594470046082949,"ko:K02865"
"sce:YGL147C","P05738","TRINITY_DN24935_c0_g1_i1",709,191,185,184,98,53.26,1e-56,68.48,0.513089005235602,"ko:K02940"
"sce:YGL189C","P39938","TRINITY_DN8677_c0_g1_i1",395,119,147,106,73,68.87,1e-44,82.08,0.613445378151261,"ko:K02976"
"sce:YGL210W","P51996","TRINITY_DN9575_c3_g1_i1",1627,222,275,214,134,62.62,4e-87,77.57,0.603603603603604,"ko:K07905"
"sce:YGR085C","Q3E757","TRINITY_DN8919_c0_g1_i1",592,174,261,168,125,74.4,3e-87,84.52,0.718390804597701,"ko:K02868"
"sce:YGR185C","P36421","TRINITY_DN9100_c0_g1_i1",1828,394,398,355,198,55.77,2e-131,75.77,0.50253807106599,"ko:K01866"
"sce:YGR192C","P00359","TRINITY_DN9495_c0_g1_i2",1244,332,431,331,210,63.44,3e-148,79.76,0.632530120481928,"ko:K00134"
"sce:YGR192C","P00359","TRINITY_DN9495_c0_g1_i1",1260,332,431,331,210,63.44,3e-148,79.76,0.632530120481928,"ko:K00134"
"sce:YGR214W","P32905","TRINITY_DN8854_c0_g1_i1",1089,252,272,201,131,65.17,7e-88,77.11,0.51984126984127,"ko:K02998"
"sce:YGR253C","P32379","TRINITY_DN1084_c0_g1_i1",787,260,293,239,148,61.92,2e-97,75.31,0.569230769230769,"ko:K02729"
"sce:YGR253C","P32379","TRINITY_DN1084_c0_g2_i1",787,260,293,239,148,61.92,2e-97,75.31,0.569230769230769,"ko:K02729"
"sce:YGR254W","P00924","TRINITY_DN9573_c0_g1_i1",1574,437,574,431,278,64.5,0,80.51,0.636155606407323,"ko:K01689"
"sce:YHL015W","P38701","TRINITY_DN824_c0_g1_i1",475,121,130,97,62,63.92,1e-37,81.44,0.512396694214876,"ko:K02969"
"sce:YHL033C","P17076","TRINITY_DN8757_c0_g1_i1",852,256,293,235,139,59.15,2e-97,74.89,0.54296875,"ko:K02936"
"sce:YHR010W","P0C2H6","TRINITY_DN17630_c0_g1_i1",442,136,124,125,70,56,5e-35,73.6,0.514705882352941,"ko:K02901"
"sce:YHR010W","P0C2H6","TRINITY_DN8392_c0_g1_i1",708,136,179,136,80,58.82,4e-55,79.41,0.588235294117647,"ko:K02901"
"sce:YHR019C","P38707","TRINITY_DN9570_c0_g1_i1",1943,554,547,550,293,53.27,0,69.27,0.528880866425993,"ko:K01893"
"sce:YHR021C","P38711","TRINITY_DN8097_c0_g1_i1",550,82,107,82,59,71.95,1e-28,79.27,0.719512195121951,"ko:K02978"
"sce:YHR057C","P23285","TRINITY_DN9266_c1_g2_i1",735,205,191,200,114,57,6e-59,68.5,0.55609756097561,"ko:K01802"
"sce:YHR072W-A","Q6Q547","TRINITY_DN1716_c0_g1_i1",412,58,84.3,58,39,67.24,1e-20,79.31,0.672413793103448,"ko:K11130"
"sce:YHR141C","P0CX28","TRINITY_DN8062_c0_g1_i1",501,106,160,106,85,80.19,5e-49,90.57,0.80188679245283,"ko:K02929"
"sce:YHR141C","P0CX28","TRINITY_DN8062_c0_g2_i1",374,106,104,71,58,81.69,5e-28,92.96,0.547169811320755,"ko:K02929"
"sce:YHR141C","P0CX28","TRINITY_DN8062_c0_g3_i1",501,106,160,106,85,80.19,5e-49,90.57,0.80188679245283,"ko:K02929"
"sce:YHR174W","P00925","TRINITY_DN9573_c0_g1_i1",1574,437,545,431,274,63.57,0,79.58,0.627002288329519,"ko:K01689"
"sce:YHR203C","P0CX35","TRINITY_DN9220_c0_g1_i1",850,261,379,260,186,71.54,4e-131,85,0.71264367816092,"ko:K02987"
"sce:YIL018W","P0CX45","TRINITY_DN2396_c0_g1_i1",868,254,360,248,171,68.95,9e-124,85.48,0.673228346456693,"ko:K02938"
"sce:YIL052C","P40525","TRINITY_DN8347_c0_g1_i1",679,121,135,108,68,62.96,2e-38,75,0.56198347107438,"ko:K02915"
